           x      y      z   
    36.634   -121.607      8.000
    34.760   -128.556      8.000
    36.303   -110.483      8.000
    35.416   -121.506      8.000
    36.590   -105.361      8.000
    34.523   -129.956      8.000
    31.152    166.926      7.000
    20.668    -72.558      7.000
    31.576    166.524      7.000
    17.114    -55.669      7.000
    31.278    166.695      7.000
    20.295    -73.457      7.000
    30.972    164.505      7.000
    21.868    -71.605      7.000
    31.291    168.700      7.000
    19.701    -72.141      7.000
    30.723    176.217      7.000
    20.807    -72.017      7.000
    31.077    166.876      7.000
    22.006    -71.901      7.000
    33.824    171.730      7.000
    19.473    -72.649      7.000
    31.076    165.930      7.000
    20.256    -71.542      7.000
    31.300    171.860      7.000
    28.083    -21.991      7.000
    29.897    163.523      7.000
    19.432    -72.193      7.000
    30.744    172.679      7.000
    18.861    -72.666      7.000
    33.186    169.495      7.000
    17.271    -73.246      7.000
    29.763    162.251      7.000
    20.419    -70.365      7.000
    31.595    173.730      7.000
    20.996    -74.139      7.000
    31.496    167.344      7.000
    20.536    -73.652      7.000
    30.210    171.403      7.000
    20.419    -71.942      7.000
    30.179    164.784      7.000
    19.665    -71.715      7.000
    31.208    167.005      7.000
    19.300    -72.345      7.000
    31.464    169.276      7.000
    19.918    -72.370      7.000
    31.031    170.211      7.000
    19.840    -73.922      7.000
    30.654    164.359      7.000
    20.245    -70.979      7.000
    31.128    166.688      7.000
    28.493    -17.916      7.000
    30.829    161.798      7.000
    20.711    -71.670      7.000
    29.561    136.427      9.000
    35.248   -122.338      9.000
    31.335    130.877      9.000
    35.046   -135.841      9.000
    31.762    131.412      9.000
    34.922   -140.462      9.000
    31.608    130.622      9.000
    35.052   -137.709      9.000
    29.705    135.810      9.000
    35.199   -131.483      9.000
    29.157    149.390      9.000
    36.422   -113.528      9.000
    29.593    140.310      9.000
    34.626   -132.901      9.000
    31.877    146.431      9.000
    36.048   -120.278      9.000
    30.550    152.816      9.000
    36.630   -116.813      9.000
    29.062    139.240      9.000
    34.287   -136.721      9.000
    31.541    133.609      9.000
    35.091   -133.508      9.000
    28.067    140.571      9.000
    34.198   -119.108      9.000
    31.596    131.483      9.000
    34.729   -132.862      9.000
    31.775    144.513      9.000
    35.669   -115.661      9.000
    30.297    122.203      9.000
    37.298   -117.281      9.000
    30.435    137.954      9.000
    34.986   -143.568      9.000
    31.382    134.099      9.000
    35.168   -130.613      9.000
    31.791    132.581      9.000
    34.251   -124.168      9.000
    28.156    140.925      9.000
    33.722   -120.325      9.000
    28.849    145.258      9.000
    35.133   -120.275      9.000
    31.797    127.658      9.000
    35.309   -149.492      9.000
    30.963    152.702      9.000
    33.986   -120.165      9.000
    31.602    142.665      9.000
    34.920   -119.043      9.000
    31.968    131.585      9.000
    35.502   -132.912      9.000
    32.293     33.929      8.000
    32.001    -94.546      8.000
    37.687    175.595      8.000
    33.110    -67.086      8.000
    32.682     17.702      8.000
    34.573    -96.355      8.000
    32.406     20.796      8.000
    33.300    -86.927      8.000
    32.845     25.999      8.000
    32.720    -93.743      8.000
    32.459      0.104      8.000
    32.663    -95.571      8.000
    34.268    -67.303      8.000
    35.187    -77.798      8.000
    33.983    -61.367      8.000
    30.327    -70.668      8.000
    31.943     13.102      8.000
    29.214    -89.277      8.000
    34.397    -60.005      8.000
    35.703    -79.371      8.000
    32.632     32.540      8.000
    33.149    -92.091      8.000
    34.394    -62.740      8.000
    32.272    -70.820      8.000
    36.136   -172.132      8.000
    33.417    -66.771      8.000
    34.058     -5.150      8.000
    37.006   -103.222      8.000
    35.306   -128.384      8.000
    33.092    -72.112      8.000
    33.538    -54.301      8.000
    34.712    -75.566      8.000
    32.177     28.370      8.000
    31.810    -89.182      8.000
    35.167      8.841      8.000
    35.449    -99.280      8.000
    33.252      8.149      8.000
    33.299    -95.414      8.000
    35.078    -75.347      8.000
    32.031    -67.021      8.000
    32.201     22.041      8.000
    33.283    -90.855      8.000
    32.112      3.210      7.000
    32.963    -92.868      7.000
    34.567    -42.311      8.000
    34.183    -84.153      8.000
    32.714     28.936      8.000
    32.509    -90.995      8.000
    32.719    -57.759      6.000
    33.198    -21.573      6.000
    32.961    -67.159      6.000
    32.837    -27.549      6.000
    32.979    -67.810      6.000
    32.815    -28.914      6.000
    31.839    -66.272      6.000
    32.928    -26.238      6.000
    32.886    -65.393      6.000
    32.378    -28.312      6.000
    30.134    -70.298      6.000
    33.721    -29.489      6.000
    32.875    -53.294      6.000
    32.921    -21.685      6.000
    31.954    -67.271      6.000
    31.527    -33.300      6.000
    33.070    -66.685      6.000
    32.458    -30.085      6.000
    32.701    -55.580      6.000
    32.022    -22.833      6.000
    32.149    -57.696      6.000
    33.058    -21.106      6.000
    30.452    -71.273      6.000
    32.653    -33.259      6.000
    32.717    -66.014      6.000
    32.916    -28.237      6.000
    32.665    -54.267      6.000
    33.325    -24.388      6.000
    32.643    -69.099      6.000
    31.811    -32.505      6.000
    32.782    -55.234      6.000
    32.347    -22.902      6.000
    32.542    -55.909      6.000
    33.109    -23.907      6.000
    32.869    -68.157      6.000
    34.257    -28.225      6.000
    32.163    -71.986      6.000
    35.422    -27.490      6.000
    33.539    -65.318      6.000
    33.076    -31.463      6.000
    33.323    -62.966      6.000
    32.317    -29.308      6.000
    32.252    -68.864      6.000
    33.323    -30.116      6.000
    31.746    -67.206      6.000
    33.910    -30.865      6.000
    32.534    -67.385      6.000
    33.019    -29.736      6.000
    43.720    136.708      8.000
    40.880   -164.822      8.000
    43.312    133.418      8.000
    38.699   -159.535      8.000
    39.115    135.288      8.000
    41.118   -176.659      8.000
    41.515    138.707      8.000
    34.434   -179.065      8.000
    43.230    137.376      8.000
    40.261   -160.872      8.000
    43.700    142.429      8.000
    43.180   -160.085      8.000
    43.630    131.667      8.000
    36.478   -157.509      8.000
    44.504    137.435      8.000
    42.615   -163.535      8.000
    43.637    135.523      8.000
    36.518   -178.715      8.000
    43.660    138.275      8.000
    43.069   -165.041      8.000
    44.314    144.046      8.000
    36.216    161.246      8.000
    43.414    135.190      8.000
    40.884   -167.585      8.000
    42.822    136.590      8.000
    40.861   -165.048      8.000
    43.173    139.410      8.000
    35.331   -171.776      8.000
    44.864    143.694      8.000
    42.679   -161.348      8.000
    43.597    141.231      8.000
    41.225   -156.527      8.000
    39.853    138.690      8.000
    40.886   -157.131      8.000
    44.136    134.857      8.000
    34.764   -168.419      8.000
    41.618    135.166      8.000
    40.949   -162.212      8.000
    43.586    142.759      8.000
    41.904   -151.506      8.000
    37.453     97.223      8.000
    36.600    167.342      8.000
    36.346    122.886      7.000
    40.907    151.520      7.000
    37.344    141.786      6.000
    34.024    105.098      6.000
    37.983    142.526      7.000
    36.837    131.195      7.000
    37.643    132.869      8.000
    39.796    166.997      8.000
    38.026    128.037      7.000
    37.124    142.378      7.000
    37.295    125.795      7.000
    37.069    155.636      7.000
    36.939     80.575      6.000
    40.529    157.273      6.000
    37.757    126.711      7.000
    40.085    130.857      7.000
    36.867     90.190      8.000
    40.372    167.375      8.000
    36.580    123.597      7.000
    35.482    124.683      7.000
    35.311    149.716      8.000
    49.487   -155.337      8.000
    37.107   -174.777      8.000
    35.190    179.032      8.000
    37.200    141.585      7.000
    36.764    144.621      7.000
    39.926    164.619      7.000
    35.724    165.789      7.000
    36.957    109.565      8.000
    38.798    167.814      8.000
    38.769    117.838      8.000
    36.220    169.363      8.000
    36.805    126.279      8.000
    40.888    170.932      8.000
    35.689     94.346      8.000
    39.543    172.344      8.000
    33.876    119.447      7.000
    36.675    126.002      7.000
    20.229   -107.572      7.000
