         x          y          z
    -81.60     -75.78       1.00
    -81.60     -74.66       1.00
    -81.56     147.04       1.00
    -81.56     161.04       1.00
    -81.54     -68.45       1.00
    -81.54     -56.02       1.00
    -81.46     -61.54       1.00
    -81.46     -45.55       1.00
    -81.46     -77.76       1.00
    -81.46     172.09       1.00
    -81.42     -80.06       1.00
    -81.42     -58.73       1.00
    -81.34     160.18       1.00
    -81.34     168.47       1.00
    -81.34    -118.12       1.00
    -81.34     -61.81       1.00
    -81.34     -81.96       1.00
    -81.34     -45.34       1.00
    -81.34     -81.42       1.00
    -81.34     -80.52       1.00
    -81.29    -178.81       1.00
    -81.29    -167.20       1.00
    -81.28     -88.73       1.00
    -81.28     -67.20       1.00
    -81.10     -79.20       1.00
    -81.10     -60.10       1.00
    -80.99     -84.37       1.00
    -80.99     -73.39       1.00
    -80.98     -74.00       1.00
    -80.98     -67.08       1.00
    -80.97     -89.41       1.00
