         x          y          z
    -77.50      18.50       0.05
    -77.50     104.50       0.05
    -77.50     112.50       0.05
    -77.00    -175.00       0.05
    -77.00    -114.50       0.05
    -77.00    -113.50       0.05
    -77.00    -112.00       0.05
    -77.00    -109.50       0.05
    -77.00    -107.00       0.05
    -77.00    -104.00       0.05
    -77.00    -101.50       0.05
    -77.00    -100.50       0.05
    -77.00    -100.00       0.05
    -77.00     -89.00       0.05
    -77.00     -84.00       0.05
    -77.00     -83.50       0.05
    -77.00     -82.50       0.05
    -77.00     -73.00       0.05
    -77.00     -70.50       0.05
    -77.00     -69.50       0.05
    -77.00     -66.00       0.05
    -77.00     -59.50       0.05
    -77.00     -54.50       0.05
    -77.00     -43.50       0.05
    -77.00     111.00       0.05
    -77.00     113.50       0.10
    -76.50    -119.00       0.05
    -76.50    -116.50       0.05
    -76.50    -105.50       0.05
    -76.50    -105.00       0.05
    -76.50    -104.50       0.05
    -76.50    -103.50       0.05
    -76.50    -103.00       0.05
    -76.50    -100.50       0.05
    -76.50     -98.00       0.05
    -76.50     -83.00       0.05
    -76.50     -82.50       0.05
    -76.50     -82.00       0.10
    -76.50     -81.50       0.05
    -76.50     -81.00       0.05
    -76.50     -75.00       0.05
    -76.50     -74.50       0.05
    -76.50     -73.00       0.05
    -76.50     -69.50       0.05
    -76.50     -68.50       0.05
    -76.50     -67.50       0.05
    -76.50     -55.50       0.05
    -76.00    -103.50       0.05
    -76.00    -100.50       0.05
    -76.00     -81.00       0.05
    -76.00     -57.50       0.05
    -75.50     -98.00       0.05
    -75.50     -68.00       0.05
    -75.50     -58.00       0.05
    -75.50     -51.50       0.05
    -75.50     -28.50       0.05
    -75.50      -4.50       0.05
    -75.50      21.00       0.05
    -75.50     108.00       0.05
    -75.00     -99.50       0.05
    -75.00     -95.00       0.05
    -75.00     -58.50       0.05
    -75.00     -57.00       0.05
    -75.00     -49.00       0.10
    -75.00      99.50       0.10
    -74.50    -109.00       0.05
    -74.50     -99.00       0.05
    -74.50     -70.50       0.05
    -74.50     -59.00       0.05
    -74.50     -57.50       0.05
    -74.50     -34.00       0.05
    -74.00    -128.50       0.05
    -74.00     -98.00       0.05
    -74.00     -85.00       0.05
    -74.00     -56.50       0.05
    -74.00     -50.50       0.10
    -74.00     -39.50       0.05
    -74.00      98.00       0.10
    -74.00     121.00       0.05
    -73.50    -140.00       0.05
    -73.50    -100.00       0.05
    -73.50     -58.50       0.05
    -73.50     108.00       0.05
    -73.00    -176.50       0.05
    -73.00    -133.50       0.05
    -73.00    -100.50       0.05
    -73.00    -100.00       0.05
    -73.00     -92.50       0.05
    -73.00     -74.00       0.05
    -73.00     -60.50       0.05
    -73.00     -59.00       0.05
    -73.00     -58.50       0.05
    -73.00     -49.00       0.05
    -73.00     -41.50       0.05
    -73.00     -39.50       0.05
    -73.00     -30.50       0.05
    -73.00      99.50       0.05
    -73.00     105.50       0.05
    -73.00     130.00       0.05
    -72.50     -90.50       0.05
    -72.50     -52.00       0.05
    -72.50     -35.50       0.05
    -72.50      99.00       0.05
    -70.50     -86.00       0.05
    -70.50     -55.50       0.10
    -70.50     -35.00       0.05
    -70.50     100.00       0.10
    -70.00     -78.00       0.05
    -70.00     -53.50       0.05
    -70.00     -50.00       0.05
    -70.00     -39.00       0.05
    -70.00      97.50       0.05
    -70.00     104.00       0.05
    -69.50     -91.00       0.05
    -69.50     -38.00       0.05
    -69.00    -114.00       0.05
    -69.00     -46.00       0.10
    -69.00     112.50       0.10
    -69.00     126.50       0.05
    -68.50    -170.50       0.05
    -68.50     121.50       0.05
    -68.50     161.00       0.05
    -68.50     179.00       0.05
    -68.00     142.50       0.05
    -68.00     159.50       0.05
    -67.50     -88.50       0.05
    -67.50     -85.00       0.05
    -67.50     -45.50       0.05
    -67.50     -29.00       0.05
    -67.00     -60.00       0.05
    -67.00     -29.00       0.05
    -66.50     -90.50       0.05
    -66.50     -89.50       0.05
    -66.50     -36.50       0.10
    -66.00     -93.00       0.05
    -66.00     -39.00       0.05
    -66.00      91.50       0.05
    -66.00      93.00       0.05
    -66.00      93.50       0.05
    -66.00     151.50       0.10
    -66.00     152.50       0.05
    -65.50     -86.00       0.05
    -65.50     -40.50       0.05
    -65.50      91.00       0.05
    -65.50      93.00       0.05
    -65.50      93.50       0.05
    -65.50     152.50       0.05
    -65.50     154.00       0.05
    -65.50     156.50       0.05
    -65.00     -91.50       0.05
    -65.00     -86.50       0.05
    -65.00     -61.50       0.05
    -65.00     -39.00       0.05
    -65.00     -38.00       0.05
    -65.00     -23.50       0.05
    -65.00      92.00       0.05
    -65.00      96.00       0.05
    -65.00     148.50       0.05
    -65.00     153.00       0.05
    -64.50     -84.50       0.05
    -64.50     -63.50       0.05
    -64.50     -56.50       0.05
    -64.50     -36.00       0.05
    -64.50      92.50       0.05
    -64.50      93.50       0.05
    -64.50     153.00       0.05
    -64.50     154.00       0.05
    -64.00      92.00       0.05
    -64.00      93.00       0.15
    -64.00      93.50       0.05
    -64.00      94.50       0.05
    -64.00     148.50       0.05
    -64.00     151.50       0.05
    -64.00     153.50       0.05
    -64.00     155.50       0.05
    -64.00     156.50       0.05
    -64.00     157.00       0.05
    -63.50     -91.00       0.05
    -63.50     -41.50       0.05
    -63.50      93.50       0.05
    -63.50      94.00       0.05
    -63.50      94.50       0.05
    -63.50      95.00       0.05
    -63.50     152.50       0.10
    -63.50     154.50       0.05
    -63.50     156.50       0.05
    -63.00    -106.50       0.05
    -63.00     -74.50       0.05
    -63.00      94.50       0.05
    -63.00     154.00       0.05
    -62.50    -141.50       0.05
    -62.50    -117.00       0.05
    -62.50     -70.50       0.05
    -62.50     -21.50       0.05
    -62.50      95.50       0.05
    -62.50      96.50       0.05
    -62.50     147.00       0.05
    -62.50     151.00       0.05
    -61.50    -114.00       0.05
    -61.50     -88.50       0.05
    -61.50     -81.50       0.05
    -61.50     109.50       0.05
    -61.00    -107.00       0.05
    -61.00     -74.00       0.05
    -60.50     -55.00       0.10
    -60.50     -26.00       0.10
    -60.50     116.50       0.10
    -60.50     152.50       0.10
    -60.00     -91.00       0.05
    -60.00     -90.00       0.05
    -60.00     -81.00       0.05
    -60.00     122.00       0.05
    -56.50    -154.00       0.05
    -56.50     174.50       0.05
    -55.00     -58.00       0.10
    -55.00     116.00       0.10
    -54.50     -43.50       0.05
    -54.50     138.00       0.05
    -54.00      89.00       0.05
    -54.00     160.50       0.05
    -53.50     -54.50       0.05
    -53.50     -47.50       0.05
    -53.50     123.50       0.05
    -53.50     130.50       0.05
    -51.50    -174.50       0.05
    -51.50     -97.50       0.05
    -51.50     -72.00       0.05
    -51.50     148.50       0.05
    -50.50    -121.50       0.05
    -50.50     -92.00       0.05
    -50.00    -133.50       0.05
    -50.00    -105.00       0.05
    -49.50    -122.00       0.05
    -49.50     -97.50       0.05
    -49.00    -161.50       0.05
    -49.00     171.50       0.05
    -48.50     -35.50       0.10
    -48.50     146.50       0.10
    -48.00    -173.00       0.05
    -48.00     -42.50       0.05
    -47.00    -178.50       0.10
    -47.00    -126.50       0.05
    -47.00     -96.00       0.05
    -47.00     -83.50       0.10
    -47.00     -45.00       0.05
    -47.00     145.50       0.05
    -46.50    -178.00       0.10
    -46.50     -70.50       0.10
    -45.50    -137.00       0.05
    -45.50    -131.50       0.05
    -45.50    -104.00       0.05
    -45.50    -103.00       0.05
    -45.00    -133.50       0.05
    -45.00    -104.50       0.05
    -45.00    -100.50       0.05
    -45.00     -64.50       0.05
    -44.50     -86.50       0.05
    -44.50     -83.00       0.05
    -44.50     -69.50       0.05
    -44.50     -69.00       0.05
    -44.00    -136.50       0.05
    -44.00    -107.00       0.05
    -43.00     -51.50       0.10
    -42.00    -138.50       0.05
    -42.00    -109.00       0.05
    -41.00     -69.00       0.05
    -41.00     -65.00       0.05
    -40.50    -170.00       0.05
    -40.50    -147.50       0.05
    -40.50    -126.00       0.05
    -40.50    -118.00       0.05
    -40.50     -49.50       0.05
    -40.50     146.00       0.05
    -39.00    -177.00       0.10
    -39.00    -130.50       0.05
